Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Marzo,Abril
2019,12,Guerrero,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,6,1
2019,12,Guerrero,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,2,1
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,0
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,1,0
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo a negocio,Con violencia,48,27
2019,12,Guerrero,El patrimonio,Robo,Robo a negocio,Sin violencia,48,22
2019,12,Guerrero,El patrimonio,Robo,Robo de ganado,Con violencia,0,1
2019,12,Guerrero,El patrimonio,Robo,Robo de ganado,Sin violencia,6,2
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,1,0
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2019,12,Guerrero,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2019,12,Guerrero,El patrimonio,Robo,Otros robos,Con violencia,128,98
2019,12,Guerrero,El patrimonio,Robo,Otros robos,Sin violencia,141,146
2019,12,Guerrero,El patrimonio,Fraude,Fraude,Fraude,66,42
2019,12,Guerrero,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,25,19
2019,12,Guerrero,El patrimonio,Extorsión,Extorsión,Extorsión,25,18
2019,12,Guerrero,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,165,160
2019,12,Guerrero,El patrimonio,Despojo,Despojo,Despojo,42,28
2019,12,Guerrero,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,2,0
2019,12,Guerrero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,283,240
2019,12,Guerrero,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,13,6
2019,12,Guerrero,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,52,42
2019,12,Guerrero,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,11,12
2019,12,Guerrero,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0
2019,12,Guerrero,La sociedad,Trata de personas,Trata de personas,Trata de personas,3,2
2019,12,Guerrero,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,42,43
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,190,179
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,22,15
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,13,5
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,20,25
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,1
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,22,15
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2019,12,Guerrero,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,204,199
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,17,9
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,5,4
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,3,1
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,19,28
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,15,16
2019,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,16,19
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,21,18
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,355,433
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,1,1
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,63,60
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,63,79
2019,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,1
2019,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,3
2019,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2019,13,Hidalgo,La vida y la Integridad corporal,Aborto,Aborto,Aborto,3,0
2019,13,Hidalgo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,22,23
2019,13,Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,2,4
2019,13,Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2019,13,Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2019,13,Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2019,13,Hidalgo,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2019,13,Hidalgo,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2019,13,Hidalgo,Libertad personal,Rapto,Rapto,Rapto,1,1
2019,13,Hidalgo,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,159,150
2019,13,Hidalgo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,58,57
2019,13,Hidalgo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,3
2019,13,Hidalgo,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,7,4
2019,13,Hidalgo,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,48,55
2019,13,Hidalgo,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0
2019,13,Hidalgo,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2019,13,Hidalgo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,4,6
2019,13,Hidalgo,El patrimonio,Robo,Robo a casa habitación,Con violencia,36,50
2019,13,Hidalgo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,227,239
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,175,86
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,165,206
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,31,10
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,24,61
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de autopartes,Con violencia,2,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de autopartes,Sin violencia,23,16
2019,13,Hidalgo,El patrimonio,Robo,Robo a transportista,Con violencia,5,4
2019,13,Hidalgo,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,69,63
2019,13,Hidalgo,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,49,58
2019,13,Hidalgo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,10,3
2019,13,Hidalgo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,33,16
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,2
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,5,0
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,1,3
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,2
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,0
2019,13,Hidalgo,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo a negocio,Con violencia,33,41
2019,13,Hidalgo,El patrimonio,Robo,Robo a negocio,Sin violencia,143,118
2019,13,Hidalgo,El patrimonio,Robo,Robo de ganado,Con violencia,0,4
2019,13,Hidalgo,El patrimonio,Robo,Robo de ganado,Sin violencia,9,14
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2019,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2019,13,Hidalgo,El patrimonio,Robo,Otros robos,Con violencia,96,86
2019,13,Hidalgo,El patrimonio,Robo,Otros robos,Sin violencia,162,179
2019,13,Hidalgo,El patrimonio,Fraude,Fraude,Fraude,147,121
2019,13,Hidalgo,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,69,65
2019,13,Hidalgo,El patrimonio,Extorsión,Extorsión,Extorsión,8,14
2019,13,Hidalgo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,274,296
2019,13,Hidalgo,El patrimonio,Despojo,Despojo,Despojo,118,88
2019,13,Hidalgo,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,27,19
2019,13,Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,463,483
2019,13,Hidalgo,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2019,13,Hidalgo,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,68,69
2019,13,Hidalgo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0
2019,13,Hidalgo,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,3,1
2019,13,Hidalgo,La sociedad,Trata de personas,Trata de personas,Trata de personas,1,3
2019,13,Hidalgo,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,30,39
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,337,367
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,33,50
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,1,0
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,12,14
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,28,21
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,41,40
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2019,13,Hidalgo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,522,401
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,93,90
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,19,11
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,30,36
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,24,33
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,0
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,48,51
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,2,1
2019,14,Jalisco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,1,2
2019,14,Jalisco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,53,64
2019,14,Jalisco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,41,49
2019,14,Jalisco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,708,591
2019,14,Jalisco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,51,41
